id, token, freq
1350, b'e op', 41
1351, b' rei', 41
1352, b'75', 41
1353, b' las', 41
1354, b'Gen', 41
1355, b'Lum', 41
1356, b'and g', 41
1357, b'US', 41
1358, b'dust', 41
1359, b'eem', 41
1360, b'red b', 41
1361, b'\xc3\xbc', 41
1362, b' an o', 40
1363, b'd li', 40
1364, b'ben', 40
1365, b'Awa', 40
1366, b'ent f', 40
1367, b' fre', 40
1368, b' eas', 40
1369, b'h B', 40
1370, b'tire', 40
1371, b'Pet', 40
1372, b'of the e', 40
1373, b'(A', 40
1374, b'enth ', 40
1375, b'was co', 40
1376, b'77', 40
1377, b'Kh', 40
1378, b'ere h', 40
1379, b'and N', 40
1380, b'ost of', 40
1381, b'ly m', 40
1382, b'nnec', 40
1383, b'mmand ', 40
1384, b'\xb3', 39
1385, b'titi', 39
1386, b'c s', 39
1387, b'uy', 39
1388, b'do ', 39
1389, b'Sen', 39
1390, b'of co', 39
1391, b'f in', 39
1392, b'(C', 39
1393, b'ts.\n', 39
1394, b'a R', 39
1395, b's, e', 39
1396, b'LC', 39
1397, b'Not', 39
1398, b'lou', 39
1399, b'll c', 39
1400, b'mine', 39
1401, b's, c', 39
1402, b'xas', 39
1403, b'd over', 39
1404, b'Lin', 39
1405, b'"Th', 39
1406, b'mming', 39
1407, b'ttin', 39
1408, b'd ov', 39
1409, b'ously', 39
1410, b'yc', 38
1411, b'eau', 38
1412, b'h 1', 38
1413, b'st r', 38
1414, b'tice', 38
1415, b'bre', 38
1416, b'h re', 38
1417, b'et.', 38
1418, b'limi', 38
1419, b'wave ', 38
1420, b'-wa', 38
1421, b'etec', 38
1422, b'Moo', 38
1423, b' to o', 38
1424, b'ce to', 38
1425, b'78', 38
1426, b'd a c', 38
1427, b'rtmen', 38
1428, b'37', 38
1429, b'ered in', 38
1430, b'tto', 38
1431, b'was an', 38
1432, b'\nG', 38
1433, b'rtm', 38
1434, b' the V', 38
1435, b'-S', 38
1436, b' an A', 38
1437, b'e cl', 38
1438, b'reti', 37
1439, b'band ', 37
1440, b'ka ', 37
1441, b'p a', 37
1442, b'll b', 37
1443, b'o wa', 37
1444, b'ouri', 37
1445, b' in m', 37
1446, b' fat', 37
1447, b'The t', 37
1448, b'ss o', 37
1449, b'g-', 37
1450, b' cul', 37
1451, b'ash ', 37
1452, b'was on', 37
1453, b'iab', 37
1454, b'.3', 37
1455, b'Iri', 37
1456, b'2020', 37
1457, b'umum', 37
1458, b'ce f', 37
1459, b'd a s', 37
1460, b'was l', 37
1461, b'79', 37
1462, b'verb', 37
1463, b'shmen', 37
1464, b'e cen', 37
1465, b'ces.', 37
1466, b'mumb', 37
1467, b'e thr', 37
1468, b'e Can', 37
1469, b'vor', 36
1470, b'c c', 36
1471, b'st b', 36
1472, b'ba ', 36
1473, b'of in', 36
1474, b'eare', 36
1475, b'riat', 36
1476, b' in r', 36
1477, b'of l', 36
1478, b'of n', 36
1479, b'Ag', 36
1480, b'shou', 36
1481, b'rt,', 36
1482, b' dy', 36
1483, b'e ser', 36
1484, b'a L', 36
1485, b'and W', 36
1486, b'66', 36
1487, b'ts.\n\n', 36
1488, b'rtain', 36
1489, b'Woo', 36
1490, b's, su', 36
1491, b'(S', 36
1492, b'(18', 36
1493, b'lino', 36
1494, b'.\n\nN', 36
1495, b'43', 36
1496, b'statu', 36
1497, b'Ord', 36
1498, b'\x94', 35
1499, b'w a', 35
1500, b'yw', 35
1501, b'.g', 35
1502, b' bri', 35
1503, b'd ne', 35
1504, b' cos', 35
1505, b' 1,', 35
1506, b'ssing', 35
1507, b'gia', 35
1508, b'he k', 35
1509, b' to in', 35
1510, b'h (', 35
1511, b'h R', 35
1512, b'of its', 35
1513, b' for c', 35
1514, b'Pan', 35
1515, b'just', 35
1516, b'Mang', 35
1517, b'used f', 35
1518, b'erest', 35
1519, b'zat', 35
1520, b'Off', 35
1521, b'rgin', 35
1522, b'2000', 35
1523, b'hich i', 35
1524, b'\xcb', 34
1525, b'or.', 34
1526, b'm b', 34
1527, b' cer', 34
1528, b' ano', 34
1529, b'vas', 34
1530, b'bea', 34
1531, b'CM', 34
1532, b'Sin', 34
1533, b' in co', 34
1534, b'. 1', 34
1535, b'wal', 34
1536, b'iag', 34
1537, b'hill', 34
1538, b'w.', 34
1539, b'ly to', 34
1540, b'(d', 34
1541, b'ly.', 34
1542, b' in f', 34
1543, b'e ov', 34
1544, b'ssig', 34
1545, b'e sou', 34
1546, b'ver.', 34
1547, b'55', 34
1548, b' roo', 34
1549, b' for f', 34
1550, b'etee', 34
1551, b'river', 34
1552, b'h E', 34
1553, b'The A', 34
1554, b'PT', 34
1555, b'so a', 34
1556, b'hin t', 34
1557, b', and o', 34
1558, b'rmati', 34
1559, b'd off', 34
1560, b'llust', 34
1561, b"O'", 34
1562, b'secu', 34
1563, b'zati', 34
1564, b'2010', 34
1565, b'muc', 34
1566, b'er, an', 34
1567, b'ind ', 33
1568, b' sk', 33
1569, b'k an', 33
1570, b' anot', 33
1571, b'liat', 33
1572, b'pati', 33
1573, b'o P', 33
1574, b'ana ', 33
1575, b'and so', 33
1576, b'rt t', 33
1577, b'nover', 33
1578, b'Hig', 33
1579, b' dan', 33
1580, b'AS', 33
1581, b'g.\n', 33
1582, b'and ot', 33
1583, b'cle ', 33
1584, b'ly 19', 33
1585, b' cord', 33
1586, b'\x99', 32
1587, b'c o', 32
1588, b'dor', 32
1589, b'o A', 32
1590, b' han', 32
1591, b'cell', 32
1592, b'o of', 32
1593, b'MI', 32
1594, b'(M', 32
1595, b'll s', 32
1596, b'resse', 32
1597, b'a mi', 32
1598, b'a G', 32
1599, b'Foo', 32
1600, b'resig', 32
1601, b'ce m', 32
1602, b'4\xe2', 32
1603, b'rdee', 32
1604, b'ere b', 32
1605, b'0\xe2', 32
1606, b' 100', 32
1607, b'clea', 32
1608, b'sh c', 32
1609, b'\x8d', 31
1610, b'u,', 31
1611, b'o u', 31
1612, b'erri', 31
1613, b'Mou', 31
1614, b'Mas', 31
1615, b'o hi', 31
1616, b'ly co', 31
1617, b'rtne', 31
1618, b'o H', 31
1619, b'of the B', 31
1620, b'ia a', 31
1621, b'd sh', 31
1622, b'ss a', 31
1623, b'inne', 31
1624, b'".\n', 31
1625, b'ts, a', 31
1626, b'of the A', 31
1627, b' by h', 31
1628, b'e over', 31
1629, b'e off', 31
1630, b'.\n\nG', 31
1631, b' sug', 31
1632, b'm.\n', 31
1633, b'ormati', 31
1634, b'[', 30
1635, b']', 30
1636, b'\x9b', 30
1637, b'..', 30
1638, b'stp', 30
1639, b'and u', 30
1640, b' ana', 30
1641, b'as to', 30
1642, b'st to', 30
1643, b'C.', 30
1644, b'llen', 30
1645, b'o v', 30
1646, b' bat', 30
1647, b'CB', 30
1648, b'o en', 30
1649, b'lip', 30
1650, b'o was', 30
1651, b'k s', 30
1652, b'ashi', 30
1653, b'll-', 30
1654, b'ent s', 30
1655, b'osse', 30
1656, b'anj', 30
1657, b'of the O', 30
1658, b'of the st', 30
1659, b'3rd', 30
1660, b'-st', 30
1661, b' cost', 30
1662, b' by s', 30
1663, b'(20', 30
1664, b'so i', 30
1665, b'e cent', 30
1666, b'land a', 30
1667, b'-C', 30
1668, b'and K', 30
1669, b'ate of', 30
1670, b'jou', 30
1671, b'minati', 30
1672, b'e hous', 30
1673, b'e Cou', 30
1674, b'".\n\n', 30
1675, b'e has', 30
1676, b'\xab', 29
1677, b'\xb2', 29
1678, b'c a', 29
1679, b'in.', 29
1680, b'yo ', 29
1681, b' a to', 29
1682, b' ren', 29
1683, b' tou', 29
1684, b'll h', 29
1685, b'ne s', 29
1686, b'h hi', 29
1687, b're to', 29
1688, b'ecre', 29
1689, b'or d', 29
1690, b'rt.', 29
1691, b' 1s', 29
1692, b' 1st', 29
1693, b'neg', 29
1694, b'Bet', 29
1695, b'(w', 29
1696, b'LI', 29
1697, b'shin', 29
1698, b'd ou', 29
1699, b'ech ', 29
1700, b'FL', 29
1701, b'oore', 29
1702, b'Hea', 29
1703, b'was h', 29
1704, b'.8', 29
1705, b'ssor', 29
1706, b'Cas', 29
1707, b'8\xe2', 29
1708, b'hird', 29
1709, b'h.\n', 29
1710, b'ent c', 29
1711, b'spee', 29
1712, b'igat', 29
1713, b'mber,', 29
1714, b'in the S', 29
1715, b'e ot', 29
1716, b'xce', 29
1717, b'e serv', 29
1718, b'UK', 29
1719, b' nee', 29
1720, b'land.', 29
1721, b'c t', 28
1722, b'and and ', 28
1723, b'reer', 28
1724, b'inger', 28
1725, b'rice', 28
1726, b'o T', 28
1727, b'tiat', 28
1728, b'enne', 28
1729, b'ilw', 28
1730, b'of o', 28
1731, b'wai', 28
1732, b'and B', 28
1733, b' mas', 28
1734, b'Por', 28
1735, b'(p', 28
1736, b'll i', 28
1737, b'o L', 28
1738, b'eck', 28
1739, b'RA', 28
1740, b' rig', 28
1741, b'Hin', 28
1742, b'fly', 28
1743, b'o F', 28
1744, b'and L', 28
1745, b'ilwa', 28
1746, b'e ori', 28
1747, b'Lati', 28
1748, b'wa ', 28
1749, b'iar', 28
1750, b'llec', 28
1751, b'bul', 28
1752, b' coas', 28
1753, b'and J', 28
1754, b'7\xe2', 28
1755, b'ne 1', 28
1756, b'hat o', 28
1757, b'20,', 28
1758, b'5\xe2', 28
1759, b'004', 28
1760, b', and c', 28
1761, b', at', 28
1762, b' expan', 28
1763, b'\xa4', 27
1764, b'ria ', 27
1765, b' ant', 27
1766, b' anc', 27
1767, b'o as', 27
1768, b'Cli', 27
1769, b'kt', 27
1770, b'o 2', 27
1771, b'Cre', 27
1772, b'yne', 27
1773, b'hire', 27
1774, b'rt a', 27
1775, b' e.', 27
1776, b'rt-', 27
1777, b'and I', 27
1778, b'at b', 27
1779, b'st co', 27
1780, b'Pat', 27
1781, b'ne i', 27
1782, b'ing, a', 27
1783, b'o R', 27
1784, b'of the L', 27
1785, b' to an', 27
1786, b' los', 27
1787, b'tian', 27
1788, b'mig', 27
1789, b'Dia', 27
1790, b'and R', 27
1791, b'oui', 27
1792, b'an, a', 27
1793, b'rdere', 27
1794, b'Bor', 27
1795, b'AN', 27
1796, b' sw', 27
1797, b'rming', 27
1798, b'The ne', 27
1799, b'ce.\n', 27
1800, b're.\n', 27
1801, b'ere d', 27
1802, b'"C', 27
1803, b' forces', 27
1804, b'007', 27
1805, b'ts e', 27
1806, b' hei', 27
1807, b'ustria', 27
1808, b'ere n', 27
1809, b'spea', 27
1810, b'd op', 27
1811, b'erw', 26
1812, b'erce', 26
1813, b'anse', 26
1814, b'ne f', 26
1815, b'rting', 26
1816, b' colo', 26
1817, b'PF', 26
1818, b'stly', 26
1819, b'ia an', 26
1820, b'BS', 26
1821, b'lori', 26
1822, b'nolo', 26
1823, b'ce, a', 26
1824, b'so t', 26
1825, b'he ri', 26
1826, b'and H', 26
1827, b'ing.\n', 26
1828, b'd a l', 26
1829, b're.\n\n', 26
1830, b' on s', 26
1831, b'a N', 26
1832, b'ormi', 26
1833, b'reduc', 26
1834, b' be c', 26
1835, b'so in', 26
1836, b'so\n', 26
1837, b'in the B', 26
1838, b' forei', 26
1839, b'o inc', 26
1840, b'nomin', 26
1841, b' disp', 26
1842, b'rria', 26
1843, b'Beat', 26
1844, b'Gl', 26
1845, b'ts in the ', 26
1846, b'p in', 25
1847, b' fri', 25
1848, b' in an', 25
1849, b' band ', 25
1850, b'k in', 25
1851, b'era ', 25
1852, b' the hi', 25
1853, b'tine', 25
1854, b'entat', 25
1855, b'ento ', 25
1856, b'Sec', 25
1857, b'hib', 25
1858, b'a A', 25
1859, b'-2', 25
1860, b'sset', 25
1861, b', a s', 25
1862, b'a lo', 25
1863, b' ty', 25
1864, b'lone', 25
1865, b'erne', 25
1866, b'"I', 25
1867, b'ttee', 25
1868, b'iali', 25
1869, b'Phi', 25
1870, b'-li', 25
1871, b'-G', 25
1872, b'One', 25
1873, b'in the M', 25
1874, b'ill b', 25
1875, b'Ran', 25
1876, b'e sup', 25
1877, b'46', 25
1878, b' in the S', 25
1879, b'xper', 25
1880, b' the wa', 25
1881, b'(16', 25
1882, b'0.\n', 25
1883, b'jaw', 25
1884, b'spre', 25
1885, b' trea', 25
1886, b'Phil', 25
1887, b'\xa1', 24
1888, b'w c', 24
1889, b' in b', 24
1890, b'CC', 24
1891, b' san', 24
1892, b' bea', 24
1893, b'bm', 24
1894, b' dri', 24
1895, b'Sat', 24
1896, b'at d', 24
1897, b'ent b', 24
1898, b' mou', 24
1899, b'orri', 24
1900, b'or in', 24
1901, b'of an ', 24
1902, b'Ire', 24
1903, b'o (', 24
1904, b'ing.\n\n', 24
1905, b'entati', 24
1906, b'Me ', 24
1907, b'ssf', 24
1908, b'and sh', 24
1909, b'ts d', 24
1910, b'se f', 24
1911, b'ne in', 24
1912, b' eig', 24
1913, b'ly the ', 24
1914, b'ce on', 24
1915, b'ja ', 24
1916, b'ate s', 24
1917, b'ts l', 24
1918, b'in the e', 24
1919, b'eari', 24
1920, b'ot b', 24
1921, b' in the B', 24
1922, b'Arm', 24
1923, b'.\n\nL', 24
1924, b'49', 24
1925, b'e ou', 24
1926, b' be t', 24
1927, b'and pre', 24
1928, b' in the M', 24
1929, b'mbin', 24
1930, b', and f', 24
1931, b'ummer', 24
1932, b'qi', 24
1933, b'mbr', 24
1934, b'ence t', 24
1935, b'of the d', 24
1936, b'\x932', 24
1937, b's, m', 24
1938, b'vents', 24
1939, b' spee', 24
1940, b'ya.', 24
1941, b'\x8e', 23
1942, b'\x9a', 23
1943, b'\xb4', 23
1944, b'\xe7', 23
1945, b'anin', 23
1946, b'c i', 23
1947, b'w,', 23
1948, b' in o', 23
1949, b'o y', 23
1950, b' bre', 23
1951, b' ina', 23
1952, b'ea.', 23
1953, b'ent l', 23
1954, b' land ', 23
1955, b'ss the ', 23
1956, b'o so', 23
1957, b' ep', 23
1958, b'll co', 23
1959, b'orou', 23
1960, b'h he ', 23
1961, b'so s', 23
1962, b'oub', 23
1963, b' nin', 23
1964, b'mist', 23
1965, b'8 t', 23
1966, b'of the P', 23
1967, b"ing'", 23
1968, b'Pos', 23
1969, b'of the F', 23
1970, b'rd o', 23
1971, b'NA', 23
1972, b'in the C', 23
1973, b', and in', 23
1974, b'IV', 23
1975, b'920', 23
1976, b'mmen', 23
1977, b'used in', 23
1978, b'used a', 23
1979, b'clin', 23
1980, b'rt i', 23
1981, b'cumen', 23
1982, b'KC', 23
1983, b'Lord', 23
1984, b' in the C', 23
1985, b'liff', 23
1986, b'sh a', 23
1987, b'AB', 23
1988, b'zen', 23
1989, b' or m', 23
1990, b'lity o', 23
1991, b'd app', 23
1992, b'shire', 23
1993, b'red f', 23
1994, b' format', 23
1995, b'd the S', 23
1996, b'ordere', 23
1997, b'\x9e', 22
1998, b'\xa3', 22
1999, b'Sk', 22
2000, b'neu', 22
2001, b'ce b', 22
2002, b'w m', 22
2003, b'w-', 22
2004, b'-A', 22
2005, b'kly', 22
2006, b'h H', 22
2007, b'-y', 22
2008, b'Ros', 22
2009, b'never', 22
2010, b'E.', 22
2011, b'ully', 22
2012, b'd a co', 22
2013, b'ly for', 22
2014, b'lore', 22
2015, b'a res', 22
2016, b'of the R', 22
2017, b'd a n', 22
2018, b'iamen', 22
2019, b'a K', 22
2020, b'(in', 22
2021, b'Flo', 22
2022, b'lying', 22
2023, b'ere f', 22
2024, b'of the re', 22
2025, b'AD', 22
2026, b'Las', 22
2027, b'so c', 22
2028, b'and D', 22
2029, b'h N', 22
2030, b'incor', 22
2031, b'et o', 22
2032, b' nei', 22
2033, b'e thi', 22
2034, b'verse', 22
2035, b'\x80\x99', 22
2036, b'd a d', 22
2037, b'lanne', 22
2038, b'rd s', 22
2039, b'lly,', 22
2040, b'003', 22
2041, b'ose t', 22
2042, b'hat c', 22
2043, b'he per', 22
2044, b'0 an', 22
2045, b'3),', 22
2046, b'ces in', 22
2047, b'js', 22
2048, b'2\xe2', 22
2049, b'red on', 22
2050, b' on h', 22
2051, b' exce', 22
2052, b'd pul', 22
2053, b'ke o', 22
2054, b'ased a', 22
2055, b'ces i', 22
2056, b'p s', 21
2057, b'hio ', 21
2058, b'Sw', 21
2059, b'h se', 21
2060, b' in e', 21
2061, b'atri', 21
2062, b'so b', 21
2063, b'A.', 21
2064, b'Mr', 21
2065, b'dso', 21
2066, b'"W', 21
2067, b'Bil', 21
2068, b' lig', 21
2069, b'of the T', 21
2070, b'ss to', 21
2071, b'oud', 21
2072, b' nig', 21
2073, b'ly on', 21
2074, b'e can', 21
2075, b'T-', 21
2076, b', af', 21
2077, b's, h', 21
2078, b'ce in the ', 21
2079, b'and "', 21
2080, b'Tri', 21
2081, b'ss i', 21
2082, b'igg', 21
2083, b'as for', 21
2084, b'ooper', 21
2085, b'cese o', 21
2086, b'jsh', 21
2087, b'hat d', 21
2088, b'Mill', 21
2089, b'e sin', 21
2090, b' exper', 21
2091, b'(14', 21
2092, b' meet', 21
2093, b'cler', 21
2094, b'liter', 21
2095, b'land w', 21
2096, b'ormance', 21
2097, b'land an', 21
2098, b'mber.', 21
2099, b' and the M', 21
2100, b'd serv', 21
2101, b"Can'", 21
2102, b'k\xc3', 21
2103, b'hich ha', 21
2104, b'y or', 21
2105, b'eran', 20
2106, b'wy', 20
2107, b'asc', 20
2108, b'1 a', 20
2109, b'dt', 20
2110, b'h st', 20
2111, b'ku', 20
2112, b'll r', 20
2113, b' do ', 20
2114, b'll in', 20
2115, b'ofi', 20
2116, b'rt in', 20
2117, b'That', 20
2118, b'Bas', 20
2119, b'ecli', 20
2120, b'Mer', 20
2121, b'ent r', 20
2122, b'ent, a', 20
2123, b'h 2', 20
2124, b', a m', 20
2125, b'rtr', 20
2126, b'and no', 20
2127, b'AR', 20
2128, b'nes,', 20
2129, b'a D', 20
2130, b's, f', 20
2131, b'of the N', 20
2132, b're, a', 20
2133, b'-g', 20
2134, b'ecent', 20
2135, b'h F', 20
2136, b'ent co', 20
2137, b'soo', 20
2138, b'R.', 20
2139, b'LE', 20
2140, b'of the w', 20
2141, b'GO', 20
2142, b'Its', 20
2143, b'ss c', 20
2144, b'sonn', 20
2145, b'a I', 20
2146, b'Plan', 20
2147, b'orse', 20
2148, b'Till', 20
2149, b'WR', 20
2150, b'o D', 20
2151, b'in the w', 20
2152, b'land in', 20
2153, b'd were', 20
2154, b'was or', 20
2155, b't of h', 20
2156, b'Wat', 20
2157, b'd a f', 20
2158, b'ly an', 20
2159, b'of the in', 20
2160, b'use t', 20
2161, b'jshi', 20
2162, b'lly b', 20
2163, b', the C', 20
2164, b'hich s', 20
2165, b', ac', 20
2166, b'), f', 20
2167, b'live ', 20
2168, b'Law', 20
2169, b' spre', 20
2170, b'of all', 20
2171, b'\xaa', 19
2172, b'rey', 19
2173, b'sr', 19
2174, b'at an', 19
2175, b'o k', 19
2176, b'erst', 19
2177, b' anti', 19
2178, b'mk', 19
2179, b'd k', 19
2180, b'a hi', 19
2181, b' inh', 19
2182, b' the li', 19
2183, b' ast', 19
2184, b'llan', 19
2185, b'ilin', 19
2186, b'at m', 19
2187, b'C)', 19
2188, b'o lo', 19
2189, b'ne-', 19
2190, b'so r', 19
2191, b' et', 19
2192, b' mul', 19
2193, b'ti-', 19
2194, b'-se', 19
2195, b'of the H', 19
2196, b' the ent', 19
2197, b'of the D', 19
2198, b'RT', 19
2199, b'ce for', 19
2200, b'ced a', 19
2201, b'(T', 19
2202, b'SF', 19
2203, b'w r', 19
2204, b'The T', 19
2205, b'ET', 19
2206, b'Im', 19
2207, b"k'", 19
2208, b'ver, a', 19
2209, b'so h', 19
2210, b'4 a', 19
2211, b'spent', 19
2212, b'a sp', 19
2213, b' for m', 19
2214, b'e cas', 19
2215, b'hat b', 19
2216, b' 1920', 19
2217, b' len', 19
2218, b'Big', 19
2219, b'o use', 19
2220, b'6\xe2', 19
2221, b'"H', 19
2222, b'neig', 19
2223, b'useum', 19
2224, b't of s', 19
2225, b'e ret', 19
2226, b'res a', 19
2227, b'zing', 19
2228, b'he pu', 19
2229, b' susp', 19
2230, b'lly o', 19
2231, b'of the stat', 19
2232, b'liver', 19
2233, b' less', 19
2234, b'et an', 19
2235, b'was di', 19
2236, b'ster,', 19
2237, b"ya'", 19
2238, b'tivat', 19
2239, b'quan', 19
2240, b'used o', 19
2241, b', and p', 19
2242, b'ain t', 19
2243, b'\x93 a', 19
2244, b'cuse', 19
2245, b'lowing the ', 19
2246, b'Form', 19
2247, b'\x8b', 18
2248, b'\x9c', 18
2249, b'u a', 18
2250, b'iner', 18
2251, b'riu', 18
2252, b'rik', 18
2253, b'k b', 18
2254, b'ingu', 18
2255, b'and v', 18
2256, b'h T', 18
2257, b'eace', 18
2258, b'and li', 18
2259, b'ce h', 18
2260, b'ware', 18
2261, b' 1.', 18
2262, b're 1', 18
2263, b'atia', 18
2264, b'tig', 18
2265, b'Thor', 18
2266, b'.)', 18
2267, b'ss.', 18
2268, b'Pas', 18
2269, b'll.', 18
2270, b' fly', 18
2271, b'st.\n', 18
2272, b'lob', 18
2273, b'atan', 18
2274, b'll an', 18
2275, b'IS', 18
2276, b'ent.\n', 18
2277, b'll f', 18
2278, b'IR', 18
2279, b'ts for', 18
2280, b'(L', 18
2281, b'igati', 18
2282, b'sts,', 18
2283, b's, d', 18
2284, b' dig', 18
2285, b'd a t', 18
2286, b'-D', 18
2287, b', all', 18
2288, b'aning', 18
2289, b'-P', 18
2290, b'ge c', 18
2291, b'a in t', 18
2292, b'8\n', 18
2293, b'.7', 18
2294, b'ia i', 18
2295, b' for l', 18
2296, b'ce 1', 18
2297, b'Dea', 18
2298, b'in the st', 18
2299, b' rang', 18
2300, b'ress,', 18
2301, b'RM', 18
2302, b'Az', 18
2303, b'hat ha', 18
2304, b'rgo ', 18
2305, b'hicl', 18
2306, b'3\xe2', 18
2307, b'cesso', 18
2308, b'o \xe2', 18
2309, b'rter,', 18
2310, b'd sup', 18
2311, b' towa', 18
2312, b'in the re', 18
2313, b'ot h', 18
2314, b'ly n', 18
2315, b'9\xe2', 18
2316, b'Gil', 18
2317, b'per s', 18
2318, b'rmany', 18
2319, b'\xb1', 17
2320, b' ir', 17
2321, b'v.', 17
2322, b'o or', 17
2323, b'a k', 17
2324, b'Ten', 17
2325, b'ce r', 17
2326, b'o at', 17
2327, b'entor', 17
2328, b' ene', 17
2329, b'atis', 17
2330, b'rt f', 17
2331, b'rt an', 17
2332, b'-I', 17
2333, b'sher', 17
2334, b'(F', 17
2335, b'in, a', 17
2336, b'a so', 17
2337, b'I.', 17
2338, b'C,', 17
2339, b'a sh', 17
2340, b'and (', 17
2341, b'ere r', 17
2342, b'and F', 17
2343, b'Mos', 17
2344, b'Mul', 17
2345, b'(D', 17
2346, b'ent.\n\n', 17
2347, b'e sig', 17
2348, b'e too', 17
2349, b'ly, a', 17
2350, b'IG', 17
2351, b'iast', 17
2352, b'H.', 17
2353, b'an.\n', 17
2354, b'Jer', 17
2355, b'3\n', 17
2356, b'in the P', 17
2357, b'FC', 17
2358, b'in the d', 17
2359, b'Det', 17
2360, b'h I', 17
2361, b'ne.\n', 17
2362, b'of the b', 17
2363, b'ss in', 17
2364, b' in the p', 17
2365, b'" s', 17
2366, b'red in the ', 17
2367, b'd in s', 17
2368, b'of the se', 17
2369, b'remi', 17
2370, b'osts', 17
2371, b'ince t', 17
2372, b'ot c', 17
2373, b'-\xc3', 17
2374, b'a in the ', 17
2375, b'spot', 17
2376, b'Cos', 17
2377, b' in the P', 17
2378, b'ot o', 17
2379, b'Morr', 17
2380, b'4 in', 17
2381, b' to the C', 17
2382, b'e ol', 17
2383, b'ence in', 17
2384, b'o sup', 17
2385, b'\x84', 16
2386, b'  t', 16
2387, b'eru', 16
2388, b'.m', 16
2389, b'wre', 16
2390, b'p f', 16
2391, b'p the ', 16
2392, b'Ast', 16
2393, b'AT', 16
2394, b' sce', 16
2395, b'vou', 16
2396, b'SM', 16
2397, b'ent h', 16
2398, b' bil', 16
2399, b'CS', 16
2400, b'at in', 16
2401, b'hiv', 16
2402, b'hif', 16
2403, b'of 19', 16
2404, b'-B', 16
2405, b'of su', 16
2406, b'The o', 16
2407, b'Bre', 16
2408, b'ss an', 16
2409, b'h sh', 16
2410, b'stia', 16
2411, b'Thr', 16
2412, b'(I', 16
2413, b' in n', 16
2414, b'eart', 16
2415, b'A f', 16
2416, b'(P', 16
2417, b'S-', 16
2418, b' rati', 16
2419, b'and as', 16
2420, b'ws,', 16
2421, b'se co', 16
2422, b'ent for', 16
2423, b"ia'", 16
2424, b'ase o', 16
2425, b'(li', 16
2426, b'LA', 16
2427, b' tas', 16
2428, b' for b', 16
2429, b'reso', 16
2430, b'riati', 16
2431, b'e one', 16
2432, b'oux', 16
2433, b'IT', 16
2434, b'IN', 16
2435, b'entere', 16
2436, b'll, a', 16
2437, b'-re', 16
2438, b'NT', 16
2439, b's, r', 16
2440, b' on i', 16
2441, b'and 20', 16
2442, b'loss', 16
2443, b'eats', 16
2444, b'mbri', 16
2445, b'otat', 16
2446, b'mba ', 16
2447, b'ent in the ', 16
2448, b'in the A', 16
2449, b'stig', 16
2450, b'Dh', 16
2451, b'3, a', 16
2452, b'in the H', 16
2453, b'tired', 16
2454, b'e cre', 16
2455, b'", a', 16
2456, b'd ag', 16
2457, b'\x80\x9d', 16
2458, b'a per', 16
2459, b'Kent', 16
2460, b'\x9320', 16
2461, b'lov', 16
2462, b'o pu', 16
2463, b'e rul', 16
2464, b'ere e', 16
2465, b'o res', 16
2466, b'Sul', 16
2467, b'porati', 16
2468, b'reser', 16
2469, b'y op', 16
2470, b'Dee', 16
2471, b'she r', 16
2472, b'reserv', 16
2473, b'Ly', 16
2474, b'e rea', 16
2475, b'ets,', 16
2476, b'D.', 16
2477, b' expre', 16
2478, b'tive t', 16
2479, b'd oper', 16
2480, b'etri', 16
2481, b'ts on', 16
2482, b'ressed', 16
2483, b'cure', 16
2484, b'encou', 16
2485, b'merous', 16
2486, b'He s', 16
2487, b'midd', 16
2488, b'time t', 16
2489, b'enci', 16
2490, b'Work', 16
2491, b'in the b', 16
2492, b'\x85', 15
2493, b'\x91', 15
2494, b'\xa7', 15
2495, b'\xb8', 15
2496, b'.,', 15
2497, b'1 an', 15
2498, b'd ti', 15
2499, b'1t', 15
2500, b'nest', 15
2501, b'k r', 15
2502, b'cene', 15
2503, b'ne b', 15
2504, b'w f', 15
2505, b'o I', 15
2506, b'ts)', 15
2507, b'Blo', 15
2508, b'o sh', 15
2509, b' an u', 15
2510, b'ea i', 15
2511, b'CR', 15
2512, b'so the ', 15
2513, b'tiati', 15
2514, b'ent-', 15
2515, b'.\nTh', 15
2516, b'and lo', 15
2517, b'fg', 15
2518, b'Fri', 15
2519, b'Hos', 15
2520, b'tino', 15
2521, b'.\nT', 15
2522, b'sh f', 15
2523, b'seati', 15
2524, b'e set', 15
2525, b'Was', 15
2526, b'3 t', 15
2527, b'otati', 15
2528, b'xer', 15
2529, b'of ag', 15
2530, b'ent on', 15
2531, b'4.\n', 15
2532, b'ere co', 15
2533, b'Dan', 15
2534, b'kne', 15
2535, b'The h', 15
2536, b'LG', 15
2537, b'in thi', 15
2538, b'pe o', 15
2539, b"'E", 15
2540, b'll the ', 15
2541, b'rd.', 15
2542, b'(K', 15
2543, b'of the G', 15
2544, b'rt\n', 15
2545, b' bill', 15
2546, b'sod', 15
2547, b' for r', 15
2548, b'ing, an', 15
2549, b'lla ', 15
2550, b'in the 20', 15
2551, b'20.', 15
2552, b'Ty', 15
2553, b'Ob', 15
2554, b' in the H', 15
2555, b'a F', 15
2556, b' in the 20', 15
2557, b'e opp', 15
2558, b'of the g', 15
2559, b'e rei', 15
2560, b'500', 15
2561, b'\xc3\xba', 15
2562, b'y off', 15
2563, b'd a b', 15
