id, token, freq
2564, b'\x938', 15
2565, b'y, in', 15
2566, b'duat', 15
2567, b'-sp', 15
2568, b'ew a', 15
2569, b' by f', 15
2570, b'land o', 15
2571, b'There a', 15
2572, b'curi', 15
2573, b' tria', 15
2574, b'ew s', 15
2575, b'hich co', 15
2576, b'y over', 15
2577, b'oomer', 15
2578, b'd pres', 15
2579, b' troo', 15
2580, b'y ov', 15
2581, b'use i', 15
2582, b'er that', 15
2583, b'in the 2', 15
2584, b'ence to ', 15
2585, b' leas', 15
2586, b'mise', 15
2587, b'ince A', 15
2588, b'61 ', 15
2589, b'o yea', 15
2590, b'\x83', 14
2591, b'\xa8', 14
2592, b'\xe6', 14
2593, b'asp', 14
2594, b'bst', 14
2595, b'u.', 14
2596, b'SS', 14
2597, b'a ce', 14
2598, b'o ne', 14
2599, b'o li', 14
2600, b'ne to', 14
2601, b'll to', 14
2602, b'Cin', 14
2603, b'rie ', 14
2604, b'at r', 14
2605, b' hor', 14
2606, b' dia', 14
2607, b'tili', 14
2608, b'Sing', 14
2609, b'Thea', 14
2610, b'Thu', 14
2611, b'rt to', 14
2612, b'at e', 14
2613, b'2 an', 14
2614, b'Pea', 14
2615, b'a H', 14
2616, b'k.\n', 14
2617, b' bul', 14
2618, b' mig', 14
2619, b'o "', 14
2620, b'a as', 14
2621, b'sh t', 14
2622, b', a f', 14
2623, b'was for', 14
2624, b'Mot', 14
2625, b'e ob', 14
2626, b'so o', 14
2627, b'Eli', 14
2628, b'ID', 14
2629, b'EP', 14
2630, b' to n', 14
2631, b'reno', 14
2632, b'she s', 14
2633, b"S'", 14
2634, b'Theat', 14
2635, b'd ab', 14
2636, b'of ex', 14
2637, b'Hor', 14
2638, b'e cri', 14
2639, b'e cat', 14
2640, b' hall', 14
2641, b' slo', 14
2642, b'5.\n', 14
2643, b'Rea', 14
2644, b'h G', 14
2645, b'erts', 14
2646, b'8.\n', 14
2647, b's, 1', 14
2648, b'and sp', 14
2649, b'SL', 14
2650, b'e cu', 14
2651, b'he ver', 14
2652, b'e suc', 14
2653, b'"b', 14
2654, b'(W', 14
2655, b'e shi', 14
2656, b'ents,', 14
2657, b'ce, an', 14
2658, b'NF', 14
2659, b'"p', 14
2660, b' diver', 14
2661, b'll u', 14
2662, b'(an', 14
2663, b'rran', 14
2664, b' for an', 14
2665, b'of the V', 14
2666, b'was su', 14
2667, b'she c', 14
2668, b'Hill', 14
2669, b' super', 14
2670, b"' a", 14
2671, b'ticl', 14
2672, b'erwa', 14
2673, b'e cor', 14
2674, b'e roo', 14
2675, b'res.', 14
2676, b'e see', 14
2677, b'of the 2', 14
2678, b'rd i', 14
2679, b'span', 14
2680, b'4.\n\n', 14
2681, b'rm f', 14
2682, b'ceas', 14
2683, b'ssum', 14
2684, b'ts co', 14
2685, b'Kang', 14
2686, b'e rou', 14
2687, b'osin', 14
2688, b'migra', 14
2689, b' accu', 14
2690, b'ord o', 14
2691, b'ultim', 14
2692, b'res,', 14
2693, b' to tr', 14
2694, b'migr', 14
2695, b'd Sri', 14
2696, b'os a', 14
2697, b'ince the ', 14
2698, b'grew', 14
2699, b'Press', 14
2700, b'The ra', 14
2701, b'oth t', 14
2702, b'Nei', 14
2703, b'Mob', 14
2704, b'nning a', 14
2705, b'\x88', 13
2706, b'\x89', 13
2707, b'\xe3', 13
2708, b'py', 13
2709, b'hia ', 13
2710, b'and at', 13
2711, b'ne d', 13
2712, b'll d', 13
2713, b'nell', 13
2714, b'erk', 13
2715, b'hirt', 13
2716, b'hili', 13
2717, b'oud ', 13
2718, b'ce-', 13
2719, b'rtw', 13
2720, b'w e', 13
2721, b'h so', 13
2722, b'p b', 13
2723, b' bou', 13
2724, b' let', 13
2725, b'My', 13
2726, b'ia in', 13
2727, b'ent)', 13
2728, b'ent m', 13
2729, b'wau', 13
2730, b'he of', 13
2731, b'soli', 13
2732, b'ssia', 13
2733, b'eeti', 13
2734, b'shu', 13
2735, b'o E', 13
2736, b'Bos', 13
2737, b'e sti', 13
2738, b'(R', 13
2739, b'of the ne', 13
2740, b'rtly', 13
2741, b'se.\n', 13
2742, b' rot', 13
2743, b'sh r', 13
2744, b'ly.\n', 13
2745, b'Ano', 13
2746, b'e sl', 13
2747, b'way,', 13
2748, b'e she ', 13
2749, b'-5', 13
2750, b'e ter', 13
2751, b'in tw', 13
2752, b'liati', 13
2753, b"men'", 13
2754, b'5, a', 13
2755, b'5.\n\n', 13
2756, b', a c', 13
2757, b'F.', 13
2758, b'7.\n', 13
2759, b'ne.\n\n', 13
2760, b'ula ', 13
2761, b'a "', 13
2762, b'st l', 13
2763, b'lyw', 13
2764, b'ver an', 13
2765, b'in the W', 13
2766, b', an a', 13
2767, b'Thorp', 13
2768, b'of the W', 13
2769, b'8.\n\n', 13
2770, b'e oper', 13
2771, b'h D', 13
2772, b'and O', 13
2773, b'sper', 13
2774, b'9.\n', 13
2775, b'jen', 13
2776, b'd a r', 13
2777, b'Net', 13
2778, b'of any', 13
2779, b'I\n', 13
2780, b'eive ', 13
2781, b'in the mi', 13
2782, b'and res', 13
2783, b't of c', 13
2784, b'I a', 13
2785, b'e rig', 13
2786, b'Dig', 13
2787, b'noug', 13
2788, b'ect of', 13
2789, b'Lang', 13
2790, b'd all', 13
2791, b'd feat', 13
2792, b'a pu', 13
2793, b'SU', 13
2794, b' on m', 13
2795, b'rget', 13
2796, b'ts su', 13
2797, b'erix', 13
2798, b'nnet', 13
2799, b'-V', 13
2800, b'rge o', 13
2801, b' he r', 13
2802, b'hat m', 13
2803, b'oser', 13
2804, b'ainly', 13
2805, b'ver i', 13
2806, b'ate a ', 13
2807, b' to le', 13
2808, b'), h', 13
2809, b' chr', 13
2810, b'20)', 13
2811, b'ain i', 13
2812, b'mmy', 13
2813, b'ee on', 13
2814, b'h a s', 13
2815, b'ence an', 13
2816, b'kind', 13
2817, b'), an ', 13
2818, b' to the no', 13
2819, b'Norm', 13
2820, b'VI', 13
2821, b' had no', 13
2822, b', the M', 13
2823, b'd chi', 13
2824, b'Sri ', 13
2825, b'400', 13
2826, b'd.  ', 13
2827, b' in an ', 13
2828, b'ew r', 13
2829, b'price', 13
2830, b'd pri', 13
2831, b'limat', 13
2832, b'Linc', 13
2833, b'\xe9', 12
2834, b'd y', 12
2835, b'wd', 12
2836, b'pg', 12
2837, b'atre', 12
2838, b' an an', 12
2839, b'h u', 12
2840, b'1 s', 12
2841, b'To ', 12
2842, b'AA', 12
2843, b'a ti', 12
2844, b'and ne', 12
2845, b'll m', 12
2846, b'h ne', 12
2847, b'tip', 12
2848, b'b.', 12
2849, b'nece', 12
2850, b' hin', 12
2851, b'ent d', 12
2852, b'ilat', 12
2853, b'kor', 12
2854, b'MC', 12
2855, b' lia', 12
2856, b'at f', 12
2857, b'ss co', 12
2858, b'w to', 12
2859, b'lost', 12
2860, b'rely', 12
2861, b'atino', 12
2862, b'Ist', 12
2863, b'A)', 12
2864, b'of a s', 12
2865, b'2, a', 12
2866, b', ad', 12
2867, b'Bou', 12
2868, b'ia.\n', 12
2869, b'sh m', 12
2870, b'sh co', 12
2871, b'Hot', 12
2872, b'(B', 12
2873, b' for d', 12
2874, b' der', 12
2875, b', a t', 12
2876, b'()', 12
2877, b'(E', 12
2878, b'PE', 12
2879, b' coin', 12
2880, b'ose o', 12
2881, b'of int', 12
2882, b'ssil', 12
2883, b's, to', 12
2884, b'se l', 12
2885, b' eno', 12
2886, b'et f', 12
2887, b"ll'", 12
2888, b'ver.\n\n', 12
2889, b'(a ', 12
2890, b'se d', 12
2891, b"'7", 12
2892, b'eth ', 12
2893, b'in to', 12
2894, b'at co', 12
2895, b'ver.\n', 12
2896, b'of a c', 12
2897, b'ne, a', 12
2898, b'3.\n', 12
2899, b'8, a', 12
2900, b'-F', 12
2901, b'If', 12
2902, b'of the ce', 12
2903, b'h in t', 12
2904, b'of the 20', 12
2905, b'of the K', 12
2906, b'ot r', 12
2907, b'in the D', 12
2908, b' by r', 12
2909, b'bere', 12
2910, b'ss s', 12
2911, b'eccl', 12
2912, b'otia', 12
2913, b'riet', 12
2914, b'zz', 12
2915, b' by o', 12
2916, b'There i', 12
2917, b'za ', 12
2918, b'e sum', 12
2919, b'ver b', 12
2920, b'et b', 12
2921, b'in the T', 12
2922, b'rm i', 12
2923, b'I,', 12
2924, b'os an', 12
2925, b'9, a', 12
2926, b'erien', 12
2927, b'rive ', 12
2928, b'resenc', 12
2929, b'0, a', 12
2930, b'The sc', 12
2931, b'ly.\n\n', 12
2932, b' in the D', 12
2933, b'\x93 an', 12
2934, b'ya h', 12
2935, b' for co', 12
2936, b'rds,', 12
2937, b'ot in', 12
2938, b'erienc', 12
2939, b'300', 12
2940, b'd the W', 12
2941, b' by i', 12
2942, b'merly', 12
2943, b'6),', 12
2944, b'umeri', 12
2945, b'Nig', 12
2946, b'rium', 12
2947, b'ney,', 12
2948, b'  H', 12
2949, b'etenc', 12
2950, b' the of', 12
2951, b'rth a', 12
2952, b'and G', 12
2953, b'.\n\nK', 12
2954, b'ew c', 12
2955, b'eatre', 12
2956, b'st on', 12
2957, b'tive s', 12
2958, b' coup', 12
2959, b'resence', 12
2960, b'3 d', 12
2961, b'rity o', 12
2962, b'ult of', 12
2963, b'osing', 12
2964, b', acc', 12
2965, b'res o', 12
2966, b'rienc', 12
2967, b'ulp', 12
2968, b'ose to ', 12
2969, b' to the K', 12
2970, b'PA', 12
2971, b'd suc', 12
2972, b'0, the ', 12
2973, b'ya an', 12
2974, b'pre-', 12
2975, b'blicat', 12
2976, b'preven', 12
2977, b'Ok', 12
2978, b'e ship', 12
2979, b'l over', 12
2980, b'\x93 1', 12
2981, b'ased in', 12
2982, b'tt,', 12
2983, b'curit', 12
2984, b' roya', 12
2985, b'+', 11
2986, b'\xbb', 11
2987, b'aa', 11
2988, b'oe ', 11
2989, b'.c', 11
2990, b'.e', 11
2991, b'. a', 11
2992, b' sat', 11
2993, b'inging', 11
2994, b'a ri', 11
2995, b' tod', 11
2996, b'1 m', 11
2997, b'cean', 11
2998, b'eab', 11
2999, b'aten', 11
3000, b' dou', 11
3001, b'a 2', 11
3002, b'ea in', 11
3003, b'rt d', 11
3004, b'rtia', 11
3005, b'k co', 11
3006, b'Ali', 11
3007, b'at-', 11
3008, b'AM', 11
3009, b'enet', 11
3010, b'iari', 11
3011, b' fas', 11
3012, b'atist', 11
3013, b'p co', 11
3014, b'ne e', 11
3015, b'atie', 11
3016, b'MA', 11
3017, b'I r', 11
3018, b'so f', 11
3019, b') f', 11
3020, b'k m', 11
3021, b'RC', 11
3022, b'rts,', 11
3023, b'B.', 11
3024, b'et, a', 11
3025, b'of the v', 11
3026, b'se e', 11
3027, b'(no', 11
3028, b'of the E', 11
3029, b"I'", 11
3030, b'mino', 11
3031, b', a n', 11
3032, b'"D', 11
3033, b' coat', 11
3034, b'Pin', 11
3035, b"'M", 11
3036, b'(3', 11
3037, b'so d', 11
3038, b'of the I', 11
3039, b'ia.\n\n', 11
3040, b'a 5', 11
3041, b'so u', 11
3042, b'iao', 11
3043, b'lord', 11
3044, b'st for', 11
3045, b'Nan', 11
3046, b'of man', 11
3047, b'Fea', 11
3048, b'ia o', 11
3049, b', ap', 11
3050, b'lots', 11
3051, b'gmen', 11
3052, b'DJ', 11
3053, b', am', 11
3054, b' by l', 11
3055, b'Gri', 11
3056, b'-K', 11
3057, b'ss d', 11
3058, b'Gul', 11
3059, b'or, a', 11
3060, b'in two ', 11
3061, b'-en', 11
3062, b'The su', 11
3063, b'asy', 11
3064, b'ucin', 11
3065, b'and in t', 11
3066, b'Ak', 11
3067, b'Glo', 11
3068, b'a cl', 11
3069, b'Oper', 11
3070, b'(inc', 11
3071, b'so m', 11
3072, b'illing', 11
3073, b'd art', 11
3074, b'dull', 11
3075, b'ucing', 11
3076, b'illy', 11
3077, b'(J', 11
3078, b'4, a', 11
3079, b'Lei', 11
3080, b'loor', 11
3081, b'rrang', 11
3082, b'orwa', 11
3083, b'6, a', 11
3084, b'ot u', 11
3085, b'ttor', 11
3086, b' surr', 11
3087, b'h inc', 11
3088, b'Wei', 11
3089, b'igen', 11
3090, b'his,', 11
3091, b'resti', 11
3092, b'otor', 11
3093, b'rra ', 11
3094, b'inwa', 11
3095, b'incin', 11
3096, b'Muse', 11
3097, b'ere,', 11
3098, b'ly ha', 11
3099, b'ver, the ', 11
3100, b't of an', 11
3101, b'a E', 11
3102, b'ya i', 11
3103, b' for n', 11
3104, b'os.', 11
3105, b', the B', 11
3106, b'mera ', 11
3107, b'y, c', 11
3108, b'yard', 11
3109, b'igan', 11
3110, b'rm a', 11
3111, b', the P', 11
3112, b'duate ', 11
3113, b'nna ', 11
3114, b'mbs', 11
3115, b' on to', 11
3116, b'tive o', 11
3117, b' by c', 11
3118, b'nnati', 11
3119, b'tive c', 11
3120, b'erience', 11
3121, b', the stat', 11
3122, b'nnat', 11
3123, b'ous e', 11
3124, b'ota ', 11
3125, b'rience', 11
3126, b'kinwa', 11
3127, b'no h', 11
3128, b'Bure', 11
3129, b'Hum', 11
3130, b'in the stat', 11
3131, b'ly me', 11
3132, b'h per', 11
3133, b' to the H', 11
3134, b'hich m', 11
3135, b' lett', 11
3136, b'rtance', 11
3137, b'7),', 11
3138, b'Ding', 11
3139, b'ate in t', 11
3140, b'ence and ', 11
3141, b'Din', 11
3142, b'ain in', 11
3143, b'e coul', 11
3144, b'P.', 11
3145, b'men,', 11
3146, b'a q', 11
3147, b'l off', 11
3148, b'mer o', 11
3149, b'Most', 11
3150, b't\xe2', 11
3151, b'hat ti', 11
3152, b'ures,', 11
3153, b'd the F', 11
3154, b'ces an', 11
3155, b'er, b', 11
3156, b'), m', 11
3157, b'Super', 11
3158, b'kinw', 11
3159, b'rrin', 11
3160, b' an Au', 11
3161, b'merse', 11
3162, b'ccas', 11
3163, b'sg', 10
3164, b'md', 10
3165, b'uw', 10
3166, b' oil', 10
3167, b'1 c', 10
3168, b'Sl', 10
3169, b'rier', 10
3170, b' oi', 10
3171, b'ti,', 10
3172, b'tien', 10
3173, b'rill', 10
3174, b'Swa', 10
3175, b'w an', 10
3176, b'ia f', 10
3177, b'and Th', 10
3178, b'as.', 10
3179, b'of for', 10
3180, b'A-', 10
3181, b'et to', 10
3182, b'BM', 10
3183, b'sea ', 10
3184, b'il.', 10
3185, b'ssy', 10
3186, b'of di', 10
3187, b'Clo', 10
3188, b'P)', 10
3189, b'Cer', 10
3190, b'ne r', 10
3191, b'Id', 10
3192, b'nef', 10
3193, b'of ti', 10
3194, b'2.\n\n', 10
3195, b'2.\n', 10
3196, b' my', 10
3197, b'Bul', 10
3198, b'-H', 10
3199, b'S a', 10
3200, b'rt.\n', 10
3201, b'st, a', 10
3202, b'ults', 10
3203, b'etti', 10
3204, b'-R', 10
3205, b'HF', 10
3206, b'osti', 10
3207, b's, on', 10
3208, b'-ti', 10
3209, b', a r', 10
3210, b'so e', 10
3211, b'of me', 10
3212, b"' t", 10
3213, b'and 3', 10
3214, b'resou', 10
3215, b'e sing', 10
3216, b'"M', 10
3217, b'ce"', 10
3218, b'h res', 10
3219, b'x d', 10
3220, b"'N", 10
3221, b'Fly', 10
3222, b'e tre', 10
3223, b'3 to', 10
3224, b'o ot', 10
3225, b'he and ', 10
3226, b'He c', 10
3227, b'ere.', 10
3228, b'ent u', 10
3229, b'ot ha', 10
3230, b'in te', 10
3231, b'rimen', 10
3232, b'in that', 10
3233, b'e clo', 10
3234, b'CE', 10
3235, b'Are', 10
3236, b'of fil', 10
3237, b' ros', 10
3238, b'ST', 10
3239, b' on l', 10
3240, b'be o', 10
3241, b'eill', 10
3242, b'of lan', 10
3243, b'verno', 10
3244, b'The O', 10
3245, b'h O', 10
3246, b'Ping', 10
3247, b"'C", 10
3248, b'ly-', 10
3249, b'and inc', 10
3250, b'per c', 10
3251, b'ere 1', 10
3252, b'" r', 10
3253, b'Goo', 10
3254, b'\n\n20', 10
3255, b'ward for', 10
3256, b'Tre', 10
3257, b'red s', 10
3258, b'rms,', 10
3259, b' uti', 10
3260, b'and V', 10
3261, b'ille r', 10
3262, b'rm,', 10
3263, b'ote t', 10
3264, b'ces, a', 10
3265, b' deri', 10
3266, b're in the ', 10
3267, b', app', 10
3268, b'Fig', 10
3269, b'Kei', 10
3270, b'mbu', 10
3271, b'ille s', 10
3272, b'or.\n', 10
3273, b'nob', 10
3274, b'ass,', 10
3275, b' by an', 10
3276, b'erine', 10
3277, b'rty o', 10
3278, b'ure.\n', 10
3279, b'd ano', 10
3280, b'lle r', 10
3281, b'ord i', 10
3282, b'd a me', 10
3283, b'5 or', 10
3284, b'hipp', 10
3285, b'C\xe2', 10
3286, b'rgenc', 10
3287, b'd att', 10
3288, b'lle s', 10
3289, b'd one', 10
3290, b'e crit', 10
3291, b' exec', 10
3292, b'\x93 t', 10
3293, b'd the stat', 10
3294, b'a min', 10
3295, b'Loo', 10
3296, b'sh an', 10
3297, b'lly for', 10
3298, b'phia', 10
3299, b'permi', 10
3300, b'ts me', 10
3301, b'rial a', 10
3302, b' yet', 10
3303, b'Mort', 10
3304, b'\x935', 10
3305, b'l art', 10
3306, b'Sriw', 10
3307, b'rder t', 10
3308, b'e and C', 10
3309, b'ain e', 10
3310, b'kins', 10
3311, b'D,', 10
3312, b'Just', 10
3313, b'Ori', 10
3314, b'CD', 10
3315, b'e Az', 10
3316, b'ver s', 10
3317, b'was sp', 10
3318, b'  B', 10
3319, b'#', 9
3320, b'@', 9
3321, b'\xbe', 9
3322, b'\xe4', 9
3323, b'i t', 9
3324, b'db', 9
3325, b'u\n', 9
3326, b'atm', 9
3327, b'tid', 9
3328, b' sof', 9
3329, b'sth', 9
3330, b'  in', 9
3331, b'kri', 9
3332, b'and k', 9
3333, b' ani', 9
3334, b'd ce', 9
3335, b'h ea', 9
3336, b'and ea', 9
3337, b'ilk', 9
3338, b'oust', 9
3339, b'tient', 9
3340, b'ouan', 9
3341, b'Mea', 9
3342, b'ilan', 9
3343, b'ouv', 9
3344, b'M.', 9
3345, b' mec', 9
3346, b'atient', 9
3347, b'wa,', 9
3348, b'k l', 9
3349, b'ent e', 9
3350, b'o Th', 9
3351, b'rient', 9
3352, b'rif', 9
3353, b'MP', 9
3354, b'ss-', 9
3355, b'2 f', 9
3356, b'B-', 9
3357, b'.\nI', 9
3358, b'neso', 9
3359, b'of  ', 9
3360, b'p e', 9
3361, b'nep', 9
3362, b' ere', 9
3363, b'atien', 9
3364, b'sh b', 9
3365, b'.\nP', 9
3366, b'shan', 9
3367, b'sh e', 9
3368, b'rt.\n\n', 9
3369, b'ea, a', 9
3370, b'enty', 9
3371, b'Smi', 9
3372, b'rt b', 9
3373, b' be o', 9
3374, b'klo', 9
3375, b'Let', 9
3376, b'illo', 9
3377, b'and of the ', 9
3378, b', alo', 9
3379, b', a d', 9
3380, b'L)', 9
3381, b's, n', 9
3382, b"et'", 9
3383, b'Bot', 9
3384, b', are', 9
3385, b'EF', 9
3386, b'seg', 9
3387, b'ne co', 9
3388, b'ce co', 9
3389, b'so co', 9
3390, b'shl', 9
3391, b'ss f', 9
3392, b'Pee', 9
3393, b'nop', 9
3394, b'oure', 9
3395, b'way o', 9
3396, b'of tr', 9
3397, b' to for', 9
3398, b'-N', 9
3399, b'k, an', 9
3400, b'ver, an', 9
3401, b'ly, an', 9
3402, b'J.', 9
3403, b'and mi', 9
3404, b' rh', 9
3405, b'sof', 9
3406, b'e cos', 9
3407, b'h in the ', 9
3408, b'5-', 9
3409, b'(and ', 9
3410, b'mbia', 9
3411, b' sei', 9
3412, b'ul a', 9
3413, b'(as', 9
3414, b'eeri', 9
3415, b'of ind', 9
3416, b'4, an', 9
3417, b'The sp', 9
3418, b'e sinc', 9
3419, b'ttri', 9
3420, b'recl', 9
3421, b'ly by', 9
3422, b've in t', 9
3423, b'll, an', 9
3424, b'iac', 9
3425, b'e sent', 9
3426, b'et.\n', 9
3427, b' doo', 9
3428, b'Jen', 9
3429, b'ne, an', 9
3430, b'oord', 9
3431, b'rten', 9
3432, b'and j', 9
3433, b'in the N', 9
3434, b'PD', 9
3435, b'tt.', 9
3436, b'hat r', 9
3437, b'ain.', 9
3438, b'Land ', 9
3439, b'os,', 9
3440, b'3 b', 9
3441, b'J\xc3', 9
3442, b'du-', 9
3443, b'6.\n', 9
3444, b'as in the ', 9
3445, b"V'", 9
3446, b'e org', 9
3447, b'lanti', 9
3448, b' treat', 9
3449, b"'m", 9
3450, b'a 20', 9
3451, b'otlan', 9
3452, b'erimen', 9
3453, b', a co', 9
3454, b'cleri', 9
3455, b'use an', 9
3456, b'etain', 9
3457, b'e rat', 9
3458, b'o cl', 9
3459, b'rests', 9
3460, b'rrup', 9
3461, b'd ord', 9
3462, b'res i', 9
3463, b'rture', 9
3464, b'red e', 9
3465, b'ces.\n', 9
3466, b'pull', 9
3467, b'red h', 9
3468, b'z.', 9
3469, b'ces f', 9
3470, b'e tri', 9
3471, b'DC', 9
3472, b'ative A', 9
3473, b'd so ', 9
3474, b'res in', 9
3475, b'\x933', 9
3476, b'DV', 9
3477, b'Wri', 9
3478, b'hid', 9
3479, b'KM', 9
3480, b'd incl', 9
3481, b'a du', 9
3482, b'ill i', 9
3483, b' excl', 9
3484, b'Oli', 9
3485, b' tree', 9
3486, b'Main', 9
3487, b'she h', 9
3488, b'  G', 9
3489, b' in the ea', 9
3490, b'ssure', 9
3491, b'rth t', 9
3492, b'ency o', 9
3493, b'use.', 9
3494, b'ew i', 9
3495, b' exer', 9
3496, b' coord', 9
3497, b'ainmen', 9
3498, b', a me', 9
3499, b' in or', 9
3500, b'ure.\n\n', 9
3501, b'lly d', 9
3502, b'land s', 9
3503, b':3', 9
3504, b'ot m', 9
3505, b'state o', 9
3506, b'muse', 9
3507, b'ff-', 9
3508, b'd \xe2', 9
3509, b't of an ', 9
3510, b'eiz', 9
3511, b'hich d', 9
3512, b'Gan', 9
3513, b'used the ', 9
3514, b'of the gr', 9
3515, b'e Cat', 9
3516, b'ew f', 9
3517, b'tive A', 9
3518, b'Kas', 9
3519, b'ew e', 9
3520, b'ate C', 9
3521, b'lling the ', 9
3522, b'kings', 9
3523, b'uld c', 9
3524, b'Kat', 9
3525, b'll n', 9
3526, b'mer an', 9
3527, b'ured a', 9
3528, b'er, c', 9
3529, b'y, m', 9
3530, b'otent', 9
3531, b'of inter', 9
3532, b'd Stre', 9
3533, b'll ha', 9
3534, b'spli', 9
3535, b'fferi', 9
3536, b'mend', 9
3537, b'must', 9
3538, b'a Sr', 9
3539, b'spin', 9
3540, b'6, the ', 9
3541, b' or f', 9
3542, b'o Sr', 9
3543, b'clerg', 9
3544, b' matt', 9
3545, b'er thi', 9
3546, b'*', 8
3547, b'\xae', 8
3548, b'\xbd', 8
3549, b'anl', 8
3550, b'iw', 8
3551, b'iny', 8
3552, b' the at', 8
3553, b'ml', 8
3554, b'wc', 8
3555, b'v ', 8
3556, b' in in', 8
3557, b'and or', 8
3558, b' sor', 8
3559, b'1 in', 8
3560, b'1 h', 8
3561, b'ero ', 8
3562, b'Cri', 8
3563, b'kli', 8
3564, b'a at', 8
3565, b'h y', 8
3566, b'tier', 8
3567, b' hy', 8
3568, b'an 1', 8
3569, b'stent', 8
3570, b'Sil', 8
3571, b'wart', 8
3572, b'rtati', 8
3573, b'lid ', 8
3574, b' co-', 8
3575, b'M-', 8
3576, b'enting', 8
3577, b'2 in', 8
3578, b'ia to', 8
3579, b'asa ', 8
3580, b'rtat', 8
3581, b'ilati', 8
3582, b'tsb', 8
3583, b're)', 8
3584, b') to', 8
3585, b'ne l', 8
3586, b'of sp', 8
3587, b'se n', 8
3588, b' lou', 8
3589, b'of k', 8
3590, b'FF', 8
3591, b'ia, a', 8
3592, b'2 i', 8
3593, b'ea t', 8
3594, b'2 m', 8
3595, b'C an', 8
3596, b'se, a', 8
3597, b'ati ', 8
3598, b'R,', 8
3599, b' in-', 8
3600, b'ul,', 8
3601, b'ssent', 8
3602, b'et c', 8
3603, b'Rat', 8
3604, b'sh s', 8
3605, b'Alo', 8
3606, b'FI', 8
3607, b'.\nS', 8
3608, b'L s', 8
3609, b'DP', 8
3610, b' emi', 8
3611, b'ot on', 8
3612, b'mish', 8
3613, b'"R', 8
3614, b'mier', 8
3615, b'a ver', 8
3616, b'solo', 8
3617, b'ssa ', 8
3618, b'h 3', 8
3619, b'FM', 8
3620, b'shly', 8
3621, b'3.\n\n', 8
3622, b'd ec', 8
3623, b'"F', 8
3624, b"' f", 8
3625, b'7, a', 8
3626, b'ES', 8
3627, b'He t', 8
3628, b'IB', 8
3629, b'll for', 8
3630, b'ot to', 8
3631, b'o 3', 8
3632, b'DN', 8
3633, b'(Th', 8
3634, b'rd, a', 8
3635, b'oose', 8
3636, b'(N', 8
3637, b'ot co', 8
3638, b' forw', 8
3639, b' fan', 8
3640, b'(G', 8
3641, b'll on', 8
3642, b'L.', 8
3643, b'jing', 8
3644, b'e sce', 8
3645, b'in tr', 8
3646, b', a l', 8
3647, b"' s", 8
3648, b"ne'", 8
3649, b'e ord', 8
3650, b'sser', 8
3651, b'a of the ', 8
3652, b'so\n\n', 8
3653, b"R'", 8
3654, b'rd for', 8
3655, b'rtee', 8
3656, b', a b', 8
3657, b'in the I', 8
3658, b'The ch', 8
3659, b'mits', 8
3660, b'lott', 8
3661, b'eaver', 8
3662, b'8 l', 8
3663, b'mbere', 8
3664, b"ill'", 8
3665, b'I s', 8
3666, b'iann', 8
3667, b'spri', 8
3668, b'verlo', 8
3669, b'.\n\n20', 8
3670, b'4 h', 8
3671, b' forwa', 8
3672, b'f, a', 8
3673, b'ere in the ', 8
3674, b'4-', 8
3675, b'Lig', 8
3676, b"' i", 8
3677, b'PL', 8
3678, b'd in r', 8
3679, b'rd an', 8
3680, b'NS', 8
3681, b'd in l', 8
3682, b'et r', 8
3683, b'"N', 8
3684, b'Lee', 8
3685, b'NB', 8
3686, b's, u', 8
3687, b"C'", 8
3688, b'GE', 8
3689, b'ince o', 8
3690, b'Fred', 8
3691, b'E,', 8
3692, b'F-', 8
3693, b'rt h', 8
3694, b'e cer', 8
3695, b'RO', 8
3696, b'z\xc3', 8
3697, b'ver h', 8
3698, b'\x93L', 8
3699, b'Feat', 8
3700, b'in the g', 8
3701, b' an or', 8
3702, b'"a ', 8
3703, b'ood f', 8
3704, b'jan', 8
3705, b'ill c', 8
3706, b'norm', 8
3707, b'3 s', 8
3708, b'jin', 8
3709, b's, 19', 8
3710, b'ot e', 8
3711, b'and cl', 8
3712, b'e seat', 8
3713, b'tshi', 8
3714, b'y one', 8
3715, b'jew', 8
3716, b'use s', 8
3717, b'd sig', 8
3718, b'-0', 8
3719, b'ill in', 8
3720, b'hat co', 8
3721, b'of the so', 8
3722, b' in the N', 8
3723, b'Kul', 8
3724, b'Bord', 8
3725, b'no c', 8
3726, b'Over', 8
3727, b' by an ', 8
3728, b'ly, the ', 8
3729, b'd in co', 8
3730, b'\x93M', 8
3731, b'perate ', 8
3732, b'ord c', 8
3733, b'lance', 8
3734, b'igure', 8
3735, b'-cu', 8
3736, b'red to the ', 8
3737, b'00 me', 8
3738, b'cutt', 8
3739, b'hich e', 8
3740, b'3, the ', 8
3741, b'lity,', 8
3742, b'sh in', 8
3743, b'ya"', 8
3744, b'no o', 8
3745, b'e case', 8
3746, b'ces.\n\n', 8
3747, b'umph', 8
3748, b'rgh ', 8
3749, b'h a f', 8
3750, b'in the se', 8
3751, b'd the G', 8
3752, b' try', 8
3753, b'of the k', 8
3754, b' or d', 8
3755, b'e CS', 8
3756, b'Aq', 8
3757, b'e hei', 8
3758, b' kee', 8
3759, b'ure, a', 8
3760, b'd sinc', 8
3761, b'of the king', 8
3762, b' or c', 8
3763, b'y ob', 8
3764, b'of the Sri', 8
